区站号,纬度,经度,观测场拔海高度,年,月,平均相对湿度
53602.0,38.5,105.4,1561.4,2017.0,10.0,0.5009677419354839
53603.0,38.5,106.22,1095.0,2017.0,10.0,0.6987096774193549
53610.0,38.34,106.21,1106.2,2017.0,10.0,0.716774193548387
53611.0,38.53,106.33,1098.7,2017.0,10.0,0.7016129032258064
53612.0,37.59,106.11,1128.8,2017.0,10.0,0.6641935483870968
53614.0,38.28,106.12,1110.9,2017.0,10.0,0.6738709677419356
53615.0,38.48,106.42,1101.6000000000001,2017.0,10.0,0.6483870967741936
53617.0,38.02,106.05,1118.0,2017.0,10.0,0.7154838709677419
53618.0,38.17,106.15,1113.7,2017.0,10.0,0.665483870967742
53619.0,38.07,106.18,1115.9,2017.0,10.0,0.7296774193548388
53644.0,38.36,108.5,1307.2,2017.0,10.0,0.7016129032258064
53646.0,38.16,109.47,1157.0,2017.0,10.0,0.7193548387096774
53651.0,38.49,110.28,1098.0,2017.0,10.0,0.7609677419354839
53658.0,38.02,110.29,894.4000000000001,2017.0,10.0,0.8196774193548387
53659.0,37.58,111.0,1163.3,2017.0,10.0,0.7903225806451613
53660.0,39.01,111.05,894.4000000000001,2017.0,10.0,0.7606451612903226
53662.0,38.43,111.35,1396.7,2017.0,10.0,0.7480645161290324
53663.0,38.55,111.49,1401.0,2017.0,10.0,0.7709677419354839
53664.0,38.28,111.08,1012.6,2017.0,10.0,0.7261290322580645
53665.0,38.17,111.39,1185.1000000000001,2017.0,10.0,0.8058064516129032
53666.0,38.21,111.56,1212.2,2017.0,10.0,0.7606451612903226
53669.0,38.05,111.48,1150.3,2017.0,10.0,0.7941935483870968
53673.0,38.44,112.43,828.2,2017.0,10.0,0.7135483870967743
53674.0,38.24,112.42,869.9000000000001,2017.0,10.0,0.7993548387096775
53676.0,38.3,112.59,759.4000000000001,2017.0,10.0,0.8003225806451613
53677.0,37.56,112.29,806.5,2017.0,10.0,0.7638709677419355
53678.0,38.04,112.39,897.1,2017.0,10.0,0.8038709677419356
53679.0,37.45,112.33,776.2,2017.0,10.0,0.8212903225806452
53680.0,38.18,114.23,108.9,2017.0,10.0,0.7906451612903226
53681.0,38.5,113.22,1096.2,2017.0,10.0,0.785483870967742
53682.0,38.38,114.41,104.10000000000001,2017.0,10.0,0.856774193548387
53685.0,38.04,113.25,953.2,2017.0,10.0,0.7670967741935484
53687.0,37.47,113.38,753.0,2017.0,10.0,0.7338709677419355
53688.0,38.25,114.33,100.30000000000001,2017.0,10.0,0.7974193548387096
53689.0,38.01,115.04,42.400000000000006,2017.0,10.0,0.8161290322580645
53690.0,38.51,114.11,281.90000000000003,2017.0,10.0,0.742258064516129
53691.0,38.09,114.34,71.0,2017.0,10.0,0.782258064516129
53692.0,38.44,114.59,66.5,2017.0,10.0,0.842258064516129
53693.0,38.02,114.08,255.5,2017.0,10.0,0.8216129032258064
53694.0,38.16,114.13,131.0,2017.0,10.0,0.7758064516129032
53695.0,38.21,114.41,70.8,2017.0,10.0,0.772258064516129
53696.0,38.33,115.01,41.900000000000006,2017.0,10.0,0.8264516129032258
53697.0,38.02,114.5,53.5,2017.0,10.0,0.8112903225806452
53698.0,38.04,114.21,103.60000000000001,2017.0,10.0,0.7887096774193549
53699.0,38.11,114.57,45.400000000000006,2017.0,10.0,0.8254838709677419
53704.0,37.32,105.11,1225.7,2017.0,10.0,0.6961290322580646
53705.0,37.29,105.41,1183.4,2017.0,10.0,0.6861290322580645
53707.0,36.56,105.15,1697.9,2017.0,10.0,0.7119354838709677
53723.0,37.48,107.23,1349.3000000000002,2017.0,10.0,0.72
53725.0,37.35,107.35,1360.3000000000002,2017.0,10.0,0.7029032258064517
53727.0,37.1,107.07,1712.5,2017.0,10.0,0.792258064516129
53730.0,38.11,107.29,1333.3000000000002,2017.0,10.0,0.7041935483870968
53732.0,37.51,108.43,1209.9,2017.0,10.0,0.7764516129032257
53735.0,37.37,108.48,1336.7,2017.0,10.0,0.7154838709677419
53738.0,36.55,108.1,1331.4,2017.0,10.0,0.812258064516129
53740.0,37.56,109.14,1111.0,2017.0,10.0,0.7780645161290324
53748.0,37.11,109.42,1063.3,2017.0,10.0,0.8061290322580645
53750.0,37.46,110.11,931.0,2017.0,10.0,0.8212903225806452
53751.0,37.36,110.03,894.6,2017.0,10.0,0.822258064516129
53753.0,37.26,110.53,860.1,2017.0,10.0,0.7816129032258065
53754.0,37.3,110.13,929.7,2017.0,10.0,0.8590322580645162
53756.0,37.31,110.43,744.0,2017.0,10.0,0.8293548387096774
53757.0,37.07,110.07,938.0,2017.0,10.0,0.8412903225806452
53759.0,36.59,110.5,1109.1000000000001,2017.0,10.0,0.8177419354838711
53760.0,37.53,111.14,1212.4,2017.0,10.0,0.8393548387096774
53763.0,37.55,112.1,1006.8000000000001,2017.0,10.0,0.7735483870967742
53764.0,37.3,111.06,950.8000000000001,2017.0,10.0,0.8041935483870968
53767.0,37.2,111.1,1213.1000000000001,2017.0,10.0,0.8180645161290323
53768.0,37.09,111.45,773.4000000000001,2017.0,10.0,0.8109677419354838
53769.0,37.15,111.47,747.7,2017.0,10.0,0.8583870967741936
53770.0,37.21,112.21,768.8000000000001,2017.0,10.0,0.8080645161290323
53771.0,37.25,112.03,750.0,2017.0,10.0,0.8200000000000001
53772.0,37.37,112.35,776.3000000000001,2017.0,10.0,0.8103225806451613
53773.0,36.2,114.37,64.60000000000001,2017.0,10.0,0.8087096774193548
53774.0,37.35,112.22,759.9000000000001,2017.0,10.0,0.8138709677419356
53775.0,37.25,112.36,785.8000000000001,2017.0,10.0,0.8096774193548387
53776.0,37.41,112.46,831.2,2017.0,10.0,0.8270967741935483
53777.0,37.31,112.09,753.6,2017.0,10.0,0.8319354838709677
53778.0,37.1,112.13,780.3000000000001,2017.0,10.0,0.8316129032258064
53780.0,37.54,113.09,1066.1000000000001,2017.0,10.0,0.8209677419354838
53781.0,36.52,114.28,67.9,2017.0,10.0,0.8361290322580645
53782.0,37.56,113.37,767.2,2017.0,10.0,0.7983870967741936
53783.0,37.36,113.43,940.3000000000001,2017.0,10.0,0.8093548387096775
53784.0,37.45,114.47,38.5,2017.0,10.0,0.85
53785.0,37.31,114.4,35.0,2017.0,10.0,0.8554838709677419
53786.0,37.05,113.2,1152.5,2017.0,10.0,0.8135483870967742
53787.0,37.04,112.59,1041.4,2017.0,10.0,0.7964516129032257
53788.0,37.2,113.34,1265.7,2017.0,10.0,0.7706451612903226
53789.0,37.53,114.38,52.900000000000006,2017.0,10.0,0.8251612903225807
53790.0,37.38,114.36,44.5,2017.0,10.0,0.8509677419354839
53791.0,37.48,114.3,68.4,2017.0,10.0,0.8525806451612904
53792.0,37.27,114.29,113.0,2017.0,10.0,0.8409677419354838
53794.0,37.21,114.45,33.1,2017.0,10.0,0.8119354838709677
53795.0,37.39,114.24,159.3,2017.0,10.0,0.8529032258064517
53796.0,37.37,114.53,30.6,2017.0,10.0,0.8235483870967742
53797.0,37.17,114.23,163.60000000000002,2017.0,10.0,0.8641935483870968
53798.0,37.11,114.22,183.0,2017.0,10.0,0.8051612903225807
53799.0,37.14,115.0,25.900000000000002,2017.0,10.0,0.8212903225806452
53806.0,36.34,105.39,1854.2,2017.0,10.0,0.7312903225806452
53810.0,36.58,105.54,1339.3000000000002,2017.0,10.0,0.7106451612903226
53817.0,36.0,106.16,1753.0,2017.0,10.0,0.7861290322580645
53821.0,36.34,107.18,1255.6000000000001,2017.0,10.0,0.8180645161290323
53829.0,35.59,107.54,1093.7,2017.0,10.0,0.864516129032258
53832.0,36.46,108.46,1218.8,2017.0,10.0,0.7983870967741936
53841.0,36.53,109.19,1068.3,2017.0,10.0,0.8141935483870968
53845.0,36.35,109.27,1180.5,2017.0,10.0,0.8245161290322581
53848.0,36.16,109.21,1005.5,2017.0,10.0,0.8177419354838711
53850.0,36.53,110.11,804.9000000000001,2017.0,10.0,0.8164516129032258
53852.0,36.46,110.38,916.6,2017.0,10.0,0.8258064516129032
53853.0,36.42,110.57,1052.7,2017.0,10.0,0.8625806451612904
53854.0,36.35,110.04,804.8000000000001,2017.0,10.0,0.8225806451612904
53856.0,36.28,110.45,765.9000000000001,2017.0,10.0,0.8432258064516129
53857.0,36.04,110.11,840.3000000000001,2017.0,10.0,0.8019354838709677
53859.0,36.06,110.4,851.3000000000001,2017.0,10.0,0.8793548387096775
53860.0,36.59,111.1,1406.7,2017.0,10.0,0.8290322580645162
53861.0,35.53,111.23,463.5,2017.0,10.0,0.8083870967741936
53862.0,36.51,111.48,811.7,2017.0,10.0,0.7909677419354839
53863.0,37.04,111.57,746.0,2017.0,10.0,0.846774193548387
53864.0,36.24,111.06,1030.6000000000001,2017.0,10.0,0.8200000000000001
53865.0,36.39,111.33,1011.9000000000001,2017.0,10.0,0.8035483870967742
53866.0,36.14,111.4,462.8,2017.0,10.0,0.8351612903225807
53868.0,36.04,111.3,449.5,2017.0,10.0,0.7970967741935483
53869.0,36.35,111.42,550.0,2017.0,10.0,0.8167741935483871
53871.0,36.51,112.52,1080.3,2017.0,10.0,0.8035483870967742
53872.0,36.46,112.41,960.7,2017.0,10.0,0.8161290322580645
53873.0,36.06,112.52,951.1,2017.0,10.0,0.8664516129032258
53874.0,36.15,111.54,648.7,2017.0,10.0,0.8016129032258065
53875.0,36.31,112.21,1000.0,2017.0,10.0,0.8196774193548387
53877.0,36.1,112.15,860.1,2017.0,10.0,0.8509677419354839
53878.0,36.31,113.23,767.9000000000001,2017.0,10.0,0.7835483870967742
53879.0,36.19,112.53,952.3000000000001,2017.0,10.0,0.8145161290322581
53880.0,36.2,113.14,947.6,2017.0,10.0,0.8190322580645162
53881.0,37.17,106.29,1382.2,2017.0,10.0,0.7096774193548387
53882.0,36.04,113.02,1046.9,2017.0,10.0,0.8048387096774193
53883.0,37.08,114.42,36.5,2017.0,10.0,0.8806451612903226
53884.0,36.31,113.02,877.9000000000001,2017.0,10.0,0.8264516129032258
53885.0,36.07,113.12,1122.0,2017.0,10.0,0.8190322580645162
53886.0,36.34,113.4,470.40000000000003,2017.0,10.0,0.7509677419354839
53888.0,36.12,113.26,1089.2,2017.0,10.0,0.7787096774193549
53889.0,36.04,113.52,414.40000000000003,2017.0,10.0,0.7616129032258064
53890.0,36.4,114.06,280.1,2017.0,10.0,0.7719354838709677
53891.0,37.01,114.41,43.0,2017.0,10.0,0.8283870967741936
53892.0,36.37,114.28,66.60000000000001,2017.0,10.0,0.7829032258064517
53893.0,36.47,115.0,37.9,2017.0,10.0,0.8174193548387096
53894.0,36.24,114.12,149.3,2017.0,10.0,0.7945161290322581
53895.0,36.45,114.27,111.2,2017.0,10.0,0.7806451612903226
53896.0,36.2,114.57,51.6,2017.0,10.0,0.8425806451612904
53897.0,36.24,114.21,87.4,2017.0,10.0,0.8061290322580645
53898.0,36.03,114.08,194.8,2017.0,10.0,0.785483870967742
53899.0,36.29,114.58,48.5,2017.0,10.0,0.7912903225806451
53903.0,35.58,105.43,1916.5,2017.0,10.0,0.8
53906.0,35.31,105.43,1656.4,2017.0,10.0,0.8251612903225807
53908.0,35.13,105.14,1769.8000000000002,2017.0,10.0,0.8551612903225807
53910.0,35.4,106.12,2841.2000000000003,2017.0,10.0,0.8429032258064517
53913.0,35.51,106.38,1478.8000000000002,2017.0,10.0,0.8261290322580646
53914.0,35.37,106.07,2078.6,2017.0,10.0,0.7993548387096775
53915.0,35.32,106.4,1467.6000000000001,2017.0,10.0,0.8574193548387097
53916.0,35.3,106.19,1948.6000000000001,2017.0,10.0,0.8429032258064517
53917.0,35.13,106.04,1631.0,2017.0,10.0,0.8680645161290323
53923.0,35.44,107.38,1421.0,2017.0,10.0,0.8745161290322581
53924.0,35.04,107.37,966.6,2017.0,10.0,0.857741935483871
53925.0,35.41,107.11,1172.5,2017.0,10.0,0.8712903225806451
53926.0,35.21,107.21,1028.8,2017.0,10.0,0.8919354838709677
53927.0,35.12,106.37,1477.6000000000001,2017.0,10.0,0.8870967741935484
53928.0,35.18,107.01,1149.1000000000001,2017.0,10.0,0.8548387096774194
53929.0,35.12,107.48,1206.5,2017.0,10.0,0.88
53930.0,36.27,107.59,1420.0,2017.0,10.0,0.8719354838709678
53931.0,36.0,109.22,984.0,2017.0,10.0,0.8525806451612904
53934.0,35.47,107.59,1274.3000000000002,2017.0,10.0,0.8851612903225806
53935.0,35.29,108.24,1481.9,2017.0,10.0,0.8980645161290324
53937.0,35.32,107.53,1135.3,2017.0,10.0,0.8883870967741936
53938.0,35.1,108.18,1277.0,2017.0,10.0,0.8938709677419355
53941.0,35.11,109.35,804.4000000000001,2017.0,10.0,0.8345161290322581
53942.0,35.46,109.25,1155.9,2017.0,10.0,0.8751612903225806
53944.0,35.34,109.15,863.0,2017.0,10.0,0.8200000000000001
53945.0,35.26,109.04,1395.2,2017.0,10.0,0.8558064516129033
53946.0,35.36,109.49,1091.0,2017.0,10.0,0.8051612903225807
53947.0,35.05,109.04,978.9000000000001,2017.0,10.0,0.896774193548387
53948.0,34.57,109.35,499.20000000000005,2017.0,10.0,0.793225806451613
53949.0,35.11,109.55,679.1,2017.0,10.0,0.8406451612903226
53950.0,35.14,110.09,708.8000000000001,2017.0,10.0,0.7990322580645162
53953.0,35.57,110.51,1290.0,2017.0,10.0,0.8138709677419356
53954.0,35.37,110.58,433.5,2017.0,10.0,0.7912903225806451
53955.0,35.28,110.27,458.1,2017.0,10.0,0.8048387096774193
53956.0,35.24,110.5,588.4,2017.0,10.0,0.7916129032258065
53957.0,35.37,110.43,459.20000000000005,2017.0,10.0,0.7590322580645161
53958.0,35.1,110.47,435.6,2017.0,10.0,0.8741935483870968
53959.0,35.07,111.04,375.0,2017.0,10.0,0.7816129032258065
53961.0,35.39,111.29,472.6,2017.0,10.0,0.8296774193548387
53962.0,35.44,111.42,584.5,2017.0,10.0,0.7816129032258065
53963.0,35.39,111.22,433.8,2017.0,10.0,0.8345161290322581
53964.0,35.37,111.13,430.8,2017.0,10.0,0.7877419354838711
53965.0,35.31,111.34,761.0,2017.0,10.0,0.8361290322580645
53966.0,35.59,111.5,817.2,2017.0,10.0,0.8251612903225807
53967.0,35.2,111.12,468.3,2017.0,10.0,0.8403225806451613
53968.0,35.17,111.4,505.0,2017.0,10.0,0.8725806451612904
53970.0,35.42,112.12,887.3000000000001,2017.0,10.0,0.8070967741935483
53972.0,35.03,112.54,117.5,2017.0,10.0,0.8190322580645162
53973.0,35.46,112.57,837.3000000000001,2017.0,10.0,0.8948387096774194
53974.0,35.37,114.14,70.4,2017.0,10.0,0.8077419354838711
53975.0,35.29,112.24,659.5,2017.0,10.0,0.8058064516129032
53976.0,35.3,112.52,752.6,2017.0,10.0,0.8080645161290323
53978.0,35.05,112.38,140.1,2017.0,10.0,0.8445161290322581
53979.0,35.09,113.05,120.0,2017.0,10.0,0.8116129032258064
53980.0,36.33,114.48,50.2,2017.0,10.0,0.8035483870967742
53981.0,35.47,113.16,1311.6000000000001,2017.0,10.0,0.8380645161290323
53982.0,35.14,113.16,112.0,2017.0,10.0,0.7861290322580645
53983.0,35.02,114.25,69.60000000000001,2017.0,10.0,0.8016129032258065
53984.0,35.14,113.28,82.7,2017.0,10.0,0.8470967741935483
53985.0,35.3,113.49,140.70000000000002,2017.0,10.0,0.8190322580645162
53986.0,35.19,113.53,73.2,2017.0,10.0,0.7629032258064516
53987.0,35.06,113.21,94.5,2017.0,10.0,0.8387096774193549
53988.0,35.16,113.4,77.60000000000001,2017.0,10.0,0.8090322580645162
53989.0,35.05,113.59,75.9,2017.0,10.0,0.8416129032258064
53990.0,35.43,114.19,79.7,2017.0,10.0,0.7890322580645162
53991.0,35.55,114.2,93.0,2017.0,10.0,0.7967741935483871
53992.0,35.39,114.31,58.2,2017.0,10.0,0.813225806451613
53993.0,35.56,114.55,51.6,2017.0,10.0,0.7990322580645162
53994.0,35.23,114.04,70.0,2017.0,10.0,0.7706451612903226
53995.0,35.33,114.3,62.5,2017.0,10.0,0.7706451612903226
53996.0,36.27,114.39,57.900000000000006,2017.0,10.0,0.8051612903225807
53997.0,35.09,114.11,71.10000000000001,2017.0,10.0,0.8035483870967742
53998.0,35.12,114.39,61.6,2017.0,10.0,0.7658064516129032
54012.0,44.34,117.38,1001.7,2017.0,10.0,0.4796774193548387
54024.0,44.27,119.18,710.0,2017.0,10.0,0.4361290322580645
54026.0,44.34,120.54,265.0,2017.0,10.0,0.37677419354838715
54027.0,43.59,119.24,486.20000000000005,2017.0,10.0,0.4464516129032258
54031.0,44.54,121.49,198.3,2017.0,10.0,0.4641935483870968
54039.0,44.02,122.01,181.60000000000002,2017.0,10.0,0.447741935483871
54041.0,44.48,123.04,150.0,2017.0,10.0,0.48806451612903223
54047.0,44.08,123.17,145.8,2017.0,10.0,0.5009677419354839
54049.0,44.15,123.58,188.9,2017.0,10.0,0.5009677419354839
54063.0,44.58,126.0,196.8,2017.0,10.0,0.515483870967742
54064.0,44.23,125.09,170.20000000000002,2017.0,10.0,0.5883870967741935
54065.0,44.32,125.39,169.10000000000002,2017.0,10.0,0.5606451612903226
54069.0,44.07,125.48,173.60000000000002,2017.0,10.0,0.6048387096774194
54072.0,44.51,126.31,196.5,2017.0,10.0,0.5425806451612903
54076.0,44.23,126.56,268.1,2017.0,10.0,0.5525806451612904
54080.0,44.54,127.09,194.60000000000002,2017.0,10.0,0.5654838709677419
54092.0,44.36,129.24,292.1,2017.0,10.0,0.6174193548387097
54093.0,44.56,130.33,266.3,2017.0,10.0,0.5687096774193549
54094.0,44.3,129.4,305.7,2017.0,10.0,0.5564516129032259
54096.0,44.24,131.11,567.8000000000001,2017.0,10.0,0.5312903225806452
54098.0,44.2,129.28,267.90000000000003,2017.0,10.0,0.5774193548387097
54099.0,44.05,131.08,148.6,2017.0,10.0,0.5161290322580645
54102.0,43.57,116.07,1003.0,2017.0,10.0,0.48258064516129034
54113.0,43.32,118.39,621.4000000000001,2017.0,10.0,0.4358064516129032
54115.0,43.38,118.02,825.0,2017.0,10.0,0.4245161290322581
54117.0,43.15,117.32,1003.3000000000001,2017.0,10.0,0.5390322580645162
54122.0,43.52,120.02,428.90000000000003,2017.0,10.0,0.38967741935483874
54132.0,42.24,121.04,400.0,2017.0,10.0,0.5487096774193548
54134.0,43.36,121.17,241.0,2017.0,10.0,0.4096774193548387
54135.0,43.36,122.16,178.70000000000002,2017.0,10.0,0.4706451612903226
54142.0,43.3,123.32,114.9,2017.0,10.0,0.5351612903225806
54154.0,43.21,124.18,160.20000000000002,2017.0,10.0,0.5180645161290323
54155.0,43.4,124.14,144.20000000000002,2017.0,10.0,0.5309677419354839
54156.0,43.31,124.48,200.4,2017.0,10.0,0.5509677419354838
54157.0,43.07,124.23,179.5,2017.0,10.0,0.555483870967742
54161.0,43.54,125.13,236.8,2017.0,10.0,0.5141935483870969
54164.0,43.21,125.17,248.10000000000002,2017.0,10.0,0.5374193548387097
54165.0,43.33,125.38,219.5,2017.0,10.0,0.5535483870967742
54169.0,43.18,126.01,271.6,2017.0,10.0,0.5674193548387096
54171.0,43.42,126.31,229.5,2017.0,10.0,0.5787096774193549
54172.0,43.52,126.32,290.3,2017.0,10.0,0.5012903225806452
54175.0,43.25,126.37,537.0,2017.0,10.0,0.5535483870967742
54181.0,43.42,127.2,295.0,2017.0,10.0,0.6325806451612903
54186.0,43.22,128.12,524.9,2017.0,10.0,0.5580645161290323
54187.0,43.07,128.55,366.6,2017.0,10.0,0.5812903225806452
54192.0,43.42,130.16,384.6,2017.0,10.0,0.627741935483871
54195.0,43.18,129.47,244.8,2017.0,10.0,0.6164516129032258
54204.0,42.18,115.0,1346.3000000000002,2017.0,10.0,0.6025806451612903
54205.0,42.14,116.0,1315.5,2017.0,10.0,0.582258064516129
54208.0,42.12,116.28,1245.4,2017.0,10.0,0.6183870967741936
54213.0,42.56,119.01,634.3000000000001,2017.0,10.0,0.48774193548387096
54214.0,42.35,118.25,960.0,2017.0,10.0,0.5535483870967742
54218.0,42.18,118.5,668.6,2017.0,10.0,0.5035483870967742
54223.0,42.51,120.39,362.90000000000003,2017.0,10.0,0.4712903225806452
54225.0,42.18,119.57,579.4,2017.0,10.0,0.5990322580645162
54226.0,42.2,120.42,400.5,2017.0,10.0,0.537741935483871
54231.0,42.55,122.22,256.90000000000003,2017.0,10.0,0.5167741935483872
54234.0,42.44,121.45,297.8,2017.0,10.0,0.4745161290322581
54236.0,42.23,122.33,79.4,2017.0,10.0,0.5535483870967742
54237.0,42.04,121.45,167.8,2017.0,10.0,0.5732258064516129
54243.0,42.47,124.06,165.10000000000002,2017.0,10.0,0.5332258064516129
54244.0,42.44,123.21,118.60000000000001,2017.0,10.0,0.5519354838709678
54245.0,42.3,123.24,97.80000000000001,2017.0,10.0,0.5745161290322581
54248.0,42.02,123.32,61.6,2017.0,10.0,0.5922580645161291
54249.0,42.18,123.52,85.4,2017.0,10.0,0.56
54252.0,42.44,124.44,196.10000000000002,2017.0,10.0,0.65
54254.0,42.32,124.03,98.2,2017.0,10.0,0.5635483870967741
54259.0,42.04,124.52,224.0,2017.0,10.0,0.6696774193548387
54260.0,42.55,125.05,252.9,2017.0,10.0,0.6167741935483871
54261.0,42.4,125.28,345.3,2017.0,10.0,0.6535483870967742
54263.0,42.58,126.05,351.20000000000005,2017.0,10.0,0.6374193548387097
54266.0,42.32,125.38,340.5,2017.0,10.0,0.6051612903225807
54267.0,42.15,125.44,362.3,2017.0,10.0,0.6335483870967742
54273.0,42.59,126.45,263.3,2017.0,10.0,0.6809677419354838
54274.0,42.41,125.59,306.7,2017.0,10.0,0.6587096774193549
54276.0,42.24,126.48,570.0,2017.0,10.0,0.6683870967741936
54279.0,42.03,126.35,544.4,2017.0,10.0,0.6674193548387096
54284.0,42.09,127.3,774.2,2017.0,10.0,0.5670967741935484
54285.0,42.24,128.07,731.7,2017.0,10.0,0.6254838709677419
54286.0,42.32,129.0,475.6,2017.0,10.0,0.5641935483870968
54287.0,42.01,128.05,2623.0,2017.0,10.0,0.6390322580645161
54290.0,42.46,129.24,241.10000000000002,2017.0,10.0,0.5748387096774193
54291.0,42.54,130.17,36.5,2017.0,10.0,0.5687096774193549
54292.0,42.52,129.3,257.3,2017.0,10.0,0.5703225806451613
54293.0,42.57,129.5,142.8,2017.0,10.0,0.5758064516129032
54301.0,41.4,115.39,1411.2,2017.0,10.0,0.6983870967741936
54304.0,40.57,115.16,1239.8000000000002,2017.0,10.0,0.7032258064516129
54305.0,41.53,115.16,1468.9,2017.0,10.0,0.6193548387096774
54308.0,41.12,116.38,735.1,2017.0,10.0,0.6870967741935483
54311.0,41.58,117.46,892.7,2017.0,10.0,0.6470967741935484
54313.0,41.56,118.42,733.7,2017.0,10.0,0.5716129032258065
54316.0,41.31,118.45,679.3000000000001,2017.0,10.0,0.6164516129032258
54318.0,41.19,117.44,561.6,2017.0,10.0,0.6945161290322581
54319.0,41.0,118.4,502.3,2017.0,10.0,0.6780645161290323
54320.0,41.36,119.18,544.2,2017.0,10.0,0.6132258064516128
54321.0,41.54,119.43,661.8000000000001,2017.0,10.0,0.6080645161290322
54323.0,41.49,120.47,253.8,2017.0,10.0,0.5535483870967742
54324.0,41.33,120.26,174.3,2017.0,10.0,0.5851612903225807
54325.0,41.11,120.22,183.8,2017.0,10.0,0.6393548387096775
54326.0,41.25,119.37,462.20000000000005,2017.0,10.0,0.5512903225806453
54327.0,41.15,119.23,417.1,2017.0,10.0,0.6125806451612903
54328.0,41.07,119.46,341.0,2017.0,10.0,0.6412903225806451
54330.0,41.08,121.2,45.2,2017.0,10.0,0.59
54331.0,41.36,121.45,113.60000000000001,2017.0,10.0,0.5106451612903226
54332.0,41.31,122.42,12.200000000000001,2017.0,10.0,0.6374193548387097
54333.0,41.58,122.51,30.900000000000002,2017.0,10.0,0.5970967741935485
54334.0,41.31,121.15,74.2,2017.0,10.0,0.6029032258064516
54335.0,41.41,122.05,37.5,2017.0,10.0,0.6383870967741936
54336.0,41.25,122.26,8.3,2017.0,10.0,0.61
54337.0,41.08,121.07,65.9,2017.0,10.0,0.5583870967741935
54338.0,41.16,122.02,4.800000000000001,2017.0,10.0,0.6574193548387096
54339.0,41.05,123.0,77.30000000000001,2017.0,10.0,0.49645161290322587
54340.0,41.4,123.19,35.800000000000004,2017.0,10.0,0.54
54342.0,41.44,123.31,49.0,2017.0,10.0,0.6309677419354839
54345.0,41.12,123.04,30.700000000000003,2017.0,10.0,0.5935483870967742
54346.0,41.18,123.47,185.4,2017.0,10.0,0.627741935483871
54347.0,41.15,123.11,24.8,2017.0,10.0,0.6135483870967742
54348.0,41.25,123.22,45.0,2017.0,10.0,0.65
54349.0,41.18,124.08,258.90000000000003,2017.0,10.0,0.6696774193548387
54351.0,41.55,124.04,118.5,2017.0,10.0,0.6412903225806451
54353.0,41.43,125.02,328.40000000000003,2017.0,10.0,0.6996774193548387
54362.0,41.4,125.44,380.1,2017.0,10.0,0.7412903225806451
54363.0,41.41,125.54,402.90000000000003,2017.0,10.0,0.6767741935483871
54365.0,41.17,125.21,245.5,2017.0,10.0,0.6835483870967742
54371.0,41.56,126.26,520.6,2017.0,10.0,0.6883870967741936
54374.0,41.48,126.53,379.70000000000005,2017.0,10.0,0.645483870967742
54377.0,41.09,126.13,225.10000000000002,2017.0,10.0,0.6703225806451613
54386.0,41.25,128.11,775.0,2017.0,10.0,0.5948387096774194
54398.0,40.08,116.37,28.6,2017.0,10.0,0.716774193548387
54399.0,39.59,116.17,45.800000000000004,2017.0,10.0,0.7603225806451613
54401.0,40.46,114.55,772.8000000000001,2017.0,10.0,0.6519354838709677
54404.0,40.53,115.5,867.6,2017.0,10.0,0.6938709677419356
54405.0,40.25,115.3,570.9,2017.0,10.0,0.7132258064516129
54406.0,40.27,115.58,487.90000000000003,2017.0,10.0,0.73
54408.0,40.23,115.13,529.6,2017.0,10.0,0.6780645161290323
54410.0,40.36,116.08,1224.7,2017.0,10.0,0.6825806451612904
54412.0,40.44,116.38,331.6,2017.0,10.0,0.7348387096774194
54416.0,40.23,116.52,71.8,2017.0,10.0,0.7783870967741936
54419.0,40.22,116.38,75.7,2017.0,10.0,0.752258064516129
54420.0,40.56,117.2,529.0,2017.0,10.0,0.7009677419354838
54421.0,40.39,117.07,293.3,2017.0,10.0,0.6906451612903226
54423.0,40.58,117.55,422.3,2017.0,10.0,0.6770967741935483
54424.0,40.1,117.07,32.1,2017.0,10.0,0.7729032258064517
54425.0,40.24,117.28,633.2,2017.0,10.0,0.7712903225806451
54428.0,40.03,117.27,32.0,2017.0,10.0,0.7841935483870968
54429.0,40.12,117.57,54.900000000000006,2017.0,10.0,0.6551612903225806
54430.0,40.47,118.13,330.0,2017.0,10.0,0.7232258064516129
54431.0,39.51,116.45,19.8,2017.0,10.0,0.7964516129032257
54432.0,40.37,118.28,369.3,2017.0,10.0,0.6651612903225806
54433.0,39.57,116.3,35.300000000000004,2017.0,10.0,0.7041935483870968
54434.0,40.1,118.2,131.6,2017.0,10.0,0.6883870967741936
54436.0,40.25,118.57,254.3,2017.0,10.0,0.6851612903225807
54437.0,39.3,118.37,18.3,2017.0,10.0,0.7158064516129032
54438.0,39.53,118.53,65.0,2017.0,10.0,0.6616129032258065
54439.0,40.01,118.43,50.900000000000006,2017.0,10.0,0.68
54449.0,39.51,119.31,2.4000000000000004,2017.0,10.0,0.7016129032258064
54452.0,40.48,119.48,367.0,2017.0,10.0,0.6303225806451613
54453.0,40.52,120.58,38.900000000000006,2017.0,10.0,0.5983870967741935
54454.0,40.2,120.18,29.0,2017.0,10.0,0.6429032258064517
54455.0,40.37,120.39,20.5,2017.0,10.0,0.6338709677419355
54470.0,41.01,122.03,5.5,2017.0,10.0,0.6103225806451613
54471.0,40.4,122.1,3.8000000000000003,2017.0,10.0,0.6325806451612903
